TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster,TransactionType,Channel,CustomerOccupation
54.05,27.0,146.0,469.13999999999993,0,Debit,Branch,Student
107.47,67.0,144.0,7517.499999999999,1,Debit,Online,Retired
611.11,20.0,282.0,919.84,2,Debit,ATM,Student
219.63,48.0,44.0,8013.63,2,Debit,ATM,Doctor
188.7,54.0,123.0,5077.06,0,Debit,Branch,Retired
93.52,51.0,97.0,2791.2,1,Debit,Online,Engineer
275.92,62.0,107.0,1777.38,3,Credit,Branch,Retired
376.79,68.0,265.0,7749.14,0,Debit,Branch,Retired
8.98,66.0,56.0,4516.76,1,Debit,Online,Retired
697.32,68.0,91.0,2016.0200000000002,1,Debit,Online,Retired
17.45,18.0,88.0,1959.52,2,Debit,ATM,Student
302.16,80.0,138.0,3876.61,1,Debit,Online,Retired
442.74,23.0,136.0,1790.27,0,Debit,Branch,Student
623.9,27.0,249.0,711.4699999999999,2,Debit,ATM,Student
445.41,35.0,235.0,12154.66,2,Debit,ATM,Doctor
63.41,26.0,36.0,1546.22,2,Debit,ATM,Student
346.85,44.0,88.0,7208.15,2,Debit,ATM,Doctor
71.95,59.0,53.00000000000001,9267.32,4,Credit,Online,Engineer
7.499999999999999,63.0,36.0,6485.78,1,Debit,Online,Retired
206.46,65.0,279.0,3984.38,2,Debit,ATM,Retired
423.11,60.0,47.0,412.78,2,Debit,ATM,Engineer
35.84,54.0,172.0,4795.65,4,Credit,Online,Retired
88.6,28.0,105.0,246.57,3,Credit,Branch,Student
53.81,55.0,37.0,2564.62,5,Credit,ATM,Engineer
22.46,54.0,78.0,6631.5,1,Debit,Online,Retired
334.89,21.0,260.0,1661.68,1,Debit,Online,Student
319.27,54.0,59.00000000000001,5504.01,4,Credit,Online,Retired
144.3,18.0,88.0,312.19,2,Debit,ATM,Student
348.7,69.0,149.0,2445.58,3,Credit,Branch,Retired
366.21,62.0,181.0,10862.99,2,Debit,ATM,Doctor
99.11,55.0,12.0,5414.87,1,Debit,Online,Retired
539.35,55.0,127.0,3919.4399999999996,2,Debit,ATM,Retired
188.99,58.0,91.99999999999999,7315.34,0,Debit,Branch,Engineer
710.14,26.0,227.0,465.62999999999994,2,Debit,ATM,Student
308.68,53.0,170.0,9992.36,1,Debit,Online,Doctor
166.68,57.0,139.0,5141.19,2,Debit,ATM,Retired
0.99,45.0,133.0,4317.85,2,Debit,ATM,Engineer
505.19,30.0,128.0,5326.68,2,Debit,ATM,Doctor
66.58,23.0,79.0,1636.32,0,Debit,Branch,Student
223.43,77.0,178.0,7932.410000000001,0,Debit,Branch,Retired
659.95,60.0,114.0,3927.6900000000005,1,Debit,Online,Engineer
634.86,27.0,45.0,588.4999999999999,2,Debit,ATM,Student
286.5,30.0,60.00000000000001,8517.95,3,Credit,Branch,Engineer
322.96,76.0,168.00000000000003,2401.59,3,Credit,Branch,Retired
654.48,19.0,114.0,6776.41,0,Debit,Branch,Student
157.97,48.0,140.0,5529.92,0,Debit,Branch,Doctor
120.89999999999999,40.0,52.00000000000001,9009.42,0,Debit,Branch,Doctor
254.77,57.0,57.0,5994.87,0,Debit,Branch,Engineer
795.96,65.0,119.0,5468.58,1,Debit,Online,Retired
149.25,39.0,142.0,5677.52,2,Debit,ATM,Engineer
3.42,43.0,158.0,14180.21,4,Credit,Online,Doctor
68.19,40.0,189.0,9895.1,4,Credit,Online,Doctor
493.41999999999996,39.0,111.0,2232.84,0,Debit,Branch,Engineer
37.57,57.0,42.00000000000001,7739.54,2,Debit,ATM,Retired
127.0,19.0,68.00000000000001,431.16,3,Credit,Branch,Student
96.89,59.0,53.00000000000001,6044.93,2,Debit,ATM,Retired
448.33,25.0,161.0,922.19,2,Debit,ATM,Student
8.65,48.0,273.0,10778.35,1,Debit,Online,Doctor
65.57,41.0,82.0,7513.79,1,Debit,Online,Engineer
539.81,46.0,177.0,2051.25,1,Debit,Online,Engineer
363.53,63.0,142.0,1038.91,2,Debit,ATM,Retired
64.9,51.0,72.0,6854.61,3,Credit,Branch,Retired
358.18,18.0,157.0,619.86,2,Debit,ATM,Student
167.2,30.0,84.00000000000001,11320.83,0,Debit,Branch,Doctor
121.91,60.0,133.0,14510.8,0,Debit,Branch,Doctor
137.57,54.0,70.0,5103.67,1,Debit,Online,Engineer
534.62,55.0,45.0,13793.53,1,Debit,Online,Doctor
463.91999999999996,50.0,199.0,2403.39,1,Debit,Online,Engineer
320.14,60.0,96.0,3075.97,1,Debit,Online,Retired
214.93,28.0,52.00000000000001,7835.4,1,Debit,Online,Student
660.02,20.0,84.00000000000001,414.43,0,Debit,Branch,Student
345.81,40.0,135.0,6116.8,0,Debit,Branch,Engineer
143.54,71.0,80.0,6067.62,2,Debit,ATM,Retired
42.55,53.0,29.000000000000004,7341.43,0,Debit,Branch,Engineer
541.79,22.0,125.0,1454.08,2,Debit,ATM,Student
40.57,26.0,63.0,1476.91,0,Debit,Branch,Student
120.24,18.0,131.0,1943.1300000000003,0,Debit,Branch,Student
498.67,28.0,244.0,1719.97,1,Debit,Online,Student
227.21999999999997,53.0,220.0,832.82,2,Debit,ATM,Doctor
56.94,76.0,74.0,7004.63,4,Credit,Online,Retired
629.82,68.0,159.0,6385.69,2,Debit,ATM,Retired
59.44,35.0,176.0,5472.03,1,Debit,Online,Engineer
186.69,30.0,53.99999999999999,8602.22,0,Debit,Branch,Engineer
230.46000000000004,19.0,179.0,162.53,1,Debit,Online,Student
65.09,44.0,159.0,9370.9,4,Credit,Online,Engineer
457.0899999999999,55.0,63.0,8570.82,4,Credit,Online,Engineer
552.02,44.0,100.00000000000001,522.08,5,Credit,ATM,Engineer
377.12,34.0,61.00000000000001,836.6699999999998,2,Debit,ATM,Engineer
204.56,18.0,179.0,364.72,3,Credit,Branch,Student
420.28,35.0,144.0,8557.32,0,Debit,Branch,Doctor
97.09,24.0,202.0,1579.57,2,Debit,ATM,Student
124.59000000000002,27.0,171.0,129.29,0,Debit,Branch,Student
73.88,39.0,34.0,6474.41,1,Debit,Online,Doctor
77.43,21.0,169.0,1380.21,1,Debit,Online,Student
106.16,56.0,277.0,7487.790000000001,2,Debit,ATM,Doctor
245.93,54.0,172.0,7986.629999999999,0,Debit,Branch,Engineer
622.41,64.0,125.0,7322.01,2,Debit,ATM,Doctor
43.73,34.0,145.0,9929.43,2,Debit,ATM,Doctor
2.03,33.0,28.0,3012.31,5,Credit,ATM,Engineer
770.65,31.0,137.0,7198.8,1,Debit,Online,Doctor
260.31,63.0,113.0,10980.38,0,Debit,Branch,Doctor
356.1,26.0,187.0,868.35,3,Credit,Branch,Student
27.07,80.0,39.0,3773.2899999999995,3,Credit,Branch,Retired
119.89,67.0,60.00000000000001,6697.77,2,Debit,ATM,Doctor
106.39,37.0,281.0,9410.99,1,Debit,Online,Doctor
12.04,37.0,58.00000000000001,6213.32,1,Debit,Online,Engineer
365.7,21.0,115.0,368.78,0,Debit,Branch,Student
29.38,28.0,63.0,1663.31,3,Credit,Branch,Student
319.85,60.0,148.0,711.6599999999999,2,Debit,ATM,Doctor
350.14,75.0,37.99999999999999,2403.25,4,Credit,Online,Retired
163.94,52.0,73.0,5957.37,3,Credit,Branch,Retired
170.53,24.0,58.00000000000001,801.01,0,Debit,Branch,Student
262.22,40.0,136.0,5711.71,5,Credit,ATM,Engineer
41.49,24.0,13.0,928.33,1,Debit,Online,Student
121.43000000000002,52.0,243.0,7365.28,3,Credit,Branch,Engineer
350.46,51.0,165.0,5839.38,0,Debit,Branch,Retired
220.41,26.0,155.0,5116.98,4,Credit,Online,Engineer
33.46,72.0,111.0,3641.07,2,Debit,ATM,Retired
104.79,70.0,223.0,1352.19,2,Debit,ATM,Doctor
246.27,29.0,141.0,7299.86,1,Debit,Online,Doctor
48.85,19.0,176.0,1503.56,2,Debit,ATM,Student
332.0,69.0,17.0,5943.13,2,Debit,ATM,Retired
118.09999999999998,54.0,167.0,895.6599999999999,1,Debit,Online,Engineer
84.59,67.0,10.0,5669.1,3,Credit,Branch,Doctor
295.64,21.0,82.0,1061.96,1,Debit,Online,Student
514.33,25.0,160.0,1592.94,0,Debit,Branch,Student
94.59,39.0,34.0,6171.89,1,Debit,Online,Doctor
80.43,59.0,157.0,5987.67,0,Debit,Branch,Retired
54.25,68.0,37.0,14783.33,1,Debit,Online,Doctor
178.88,76.0,93.0,4708.29,3,Credit,Branch,Retired
518.85,22.0,82.0,1806.0,1,Debit,Online,Student
10.65,54.0,161.0,13240.72,1,Debit,Online,Doctor
198.62,27.0,84.00000000000001,1196.07,3,Credit,Branch,Student
107.03,27.0,73.0,1408.07,0,Debit,Branch,Student
139.57,19.0,263.0,271.78,2,Debit,ATM,Student
312.47,49.0,148.0,9419.27,2,Debit,ATM,Engineer
346.11,41.0,213.0,9551.64,0,Debit,Branch,Engineer
138.06,44.0,159.0,1070.47,0,Debit,Branch,Engineer
158.02,49.0,120.0,9374.24,2,Debit,ATM,Engineer
830.01,66.0,96.0,4253.18,4,Credit,Online,Retired
435.5,55.0,112.0,6981.03,2,Debit,ATM,Retired
110.49,57.0,48.0,10483.93,1,Debit,Online,Doctor
329.4,34.0,68.00000000000001,9588.07,1,Debit,Online,Doctor
635.4,47.0,106.0,1238.11,2,Debit,ATM,Doctor
769.97,22.0,22.999999999999996,1244.93,0,Debit,Branch,Student
175.07,26.0,169.0,1040.25,0,Debit,Branch,Student
7.309999999999999,78.0,282.0,5757.67,0,Debit,Branch,Retired
175.15,27.0,32.0,1712.65,2,Debit,ATM,Student
32.54,25.0,183.0,1544.88,1,Debit,Online,Student
121.82,60.0,119.0,13293.83,1,Debit,Online,Doctor
56.12,30.0,102.0,8839.67,2,Debit,ATM,Doctor
424.7,56.0,178.0,6239.89,4,Credit,Online,Retired
35.16,32.0,130.0,8459.18,0,Debit,Branch,Engineer
35.73,65.0,87.0,9073.17,0,Debit,Branch,Doctor
3.44,78.0,107.99999999999999,7561.33,2,Debit,ATM,Retired
139.03,50.0,81.0,2276.57,4,Credit,Online,Engineer
254.91999999999996,28.0,169.0,2791.12,5,Credit,ATM,Engineer
115.11,28.0,139.0,9808.97,1,Debit,Online,Engineer
171.11,57.0,171.0,6324.09,2,Debit,ATM,Retired
168.54,70.0,142.0,13406.0,2,Debit,ATM,Doctor
420.76,51.0,75.99999999999999,6581.55,0,Debit,Branch,Retired
408.46,64.0,28.0,3140.79,0,Debit,Branch,Retired
342.17,21.0,247.0,461.83,3,Credit,Branch,Student
580.71,53.0,95.0,5670.0,2,Debit,ATM,Engineer
821.54,79.0,36.0,4040.3199999999997,3,Credit,Branch,Retired
253.47,20.0,238.0,220.51,0,Debit,Branch,Student
22.81,62.0,75.0,3634.76,1,Debit,Online,Retired
266.57,39.0,96.0,7180.48,4,Credit,Online,Engineer
374.61,75.0,37.0,1389.71,4,Credit,Online,Retired
339.35,78.0,70.0,5002.7,5,Credit,ATM,Retired
810.36,20.0,67.0,9239.12,2,Debit,ATM,Student
9.83,24.0,86.0,666.42,2,Debit,ATM,Student
135.57,51.0,116.00000000000001,11351.64,3,Credit,Branch,Doctor
340.05,43.0,37.0,7234.15,2,Debit,ATM,Engineer
283.45,27.0,127.0,2049.51,0,Debit,Branch,Engineer
100.99,68.0,114.0,8865.27,2,Debit,ATM,Doctor
90.88,18.0,176.0,3908.4700000000003,0,Debit,Branch,Student
655.15,26.0,264.0,5587.44,2,Debit,ATM,Engineer
320.55,50.0,118.0,438.75,1,Debit,Online,Engineer
41.51,28.0,48.0,609.5999999999999,1,Debit,Online,Student
71.53,68.0,39.0,2393.73,3,Credit,Branch,Retired
467.13,54.0,45.0,3914.84,3,Credit,Branch,Retired
235.39999999999998,28.0,70.0,818.3599999999999,0,Debit,Branch,Student
159.32,18.0,100.00000000000001,304.44,0,Debit,Branch,Student
50.83,30.0,48.0,9553.42,4,Credit,Online,Doctor
56.89,59.0,56.0,3034.67,3,Credit,Branch,Engineer
20.22,43.0,138.0,5515.32,2,Debit,ATM,Engineer
50.4,36.0,84.00000000000001,1677.01,0,Debit,Branch,Doctor
73.88,53.0,131.0,4055.55,0,Debit,Branch,Retired
119.61,33.0,53.00000000000001,9899.94,2,Debit,ATM,Doctor
116.58000000000001,43.0,247.0,2620.74,0,Debit,Branch,Engineer
391.96,64.0,79.0,2174.16,2,Debit,ATM,Retired
156.26,46.0,160.0,7854.100000000001,3,Credit,Branch,Engineer
427.0,49.0,163.0,8253.65,3,Credit,Branch,Engineer
443.68,18.0,137.0,874.1499999999999,2,Debit,ATM,Student
101.76,31.0,26.0,6043.25,0,Debit,Branch,Doctor
67.57,37.0,107.0,2766.12,0,Debit,Branch,Engineer
326.29,56.0,179.0,8171.259999999999,1,Debit,Online,Engineer
158.56,33.0,100.00000000000001,5401.21,2,Debit,ATM,Doctor
56.02,27.0,142.0,3548.02,1,Debit,Online,Student
288.28,27.0,36.0,160.83,1,Debit,Online,Student
245.67,24.0,107.0,752.2499999999999,3,Credit,Branch,Student
152.18,39.0,176.0,2459.84,4,Credit,Online,Engineer
114.35,41.0,21.000000000000004,469.12,3,Credit,Branch,Engineer
373.27,61.0,79.0,8441.61,4,Credit,Online,Doctor
504.63,60.0,168.00000000000003,3806.16,1,Debit,Online,Engineer
126.22000000000001,46.0,77.0,6133.41,2,Debit,ATM,Engineer
820.15,47.0,181.0,8802.97,0,Debit,Branch,Doctor
8.37,63.0,135.0,1106.34,2,Debit,ATM,Retired
197.49,53.0,30.0,5005.33,4,Credit,Online,Retired
637.97,58.0,90.0,7949.03,0,Debit,Branch,Retired
13.52,26.0,65.0,259.77,2,Debit,ATM,Student
432.1,49.0,240.0,2114.3,2,Debit,ATM,Engineer
375.17,51.0,66.0,5495.3,2,Debit,ATM,Engineer
642.68,50.0,94.0,8461.46,0,Debit,Branch,Doctor
78.44,52.0,292.0,6870.84,4,Credit,Online,Retired
139.72,49.0,201.0,5058.83,0,Debit,Branch,Engineer
499.99,31.0,296.0,8885.0,0,Debit,Branch,Engineer
10.07,24.0,49.0,530.81,1,Debit,Online,Student
120.62000000000002,23.0,85.0,9379.53,2,Debit,ATM,Student
578.49,59.0,180.0,6475.13,0,Debit,Branch,Retired
119.30000000000001,34.0,22.0,319.04,0,Debit,Branch,Engineer
280.92,41.0,168.00000000000003,5298.85,1,Debit,Online,Doctor
42.42,21.0,102.0,490.57,1,Debit,Online,Student
77.03,67.0,259.0,11310.27,2,Debit,ATM,Doctor
22.59,62.0,45.0,3988.75,2,Debit,ATM,Retired
568.76,51.0,155.0,7484.319999999999,2,Debit,ATM,Retired
25.94,58.0,211.0,4815.11,4,Credit,Online,Retired
105.94,51.0,207.0,5963.1,0,Debit,Branch,Engineer
733.29,52.0,94.0,10427.0,2,Debit,ATM,Doctor
350.15,21.0,195.0,296.47,5,Credit,ATM,Student
183.67,19.0,238.0,910.26,1,Debit,Online,Student
278.27,29.0,123.0,6684.34,0,Debit,Branch,Doctor
470.3,40.0,88.0,8524.09,2,Debit,ATM,Doctor
261.69,53.0,84.00000000000001,5126.65,2,Debit,ATM,Retired
365.04,22.0,94.0,873.8899999999999,0,Debit,Branch,Student
211.1,57.0,136.0,7059.77,0,Debit,Branch,Retired
21.49,58.0,240.0,11991.24,2,Debit,ATM,Doctor
63.58,18.0,199.0,8086.040000000001,2,Debit,ATM,Student
321.86,63.0,167.0,12626.49,2,Debit,ATM,Doctor
12.11,75.0,127.0,1730.28,0,Debit,Branch,Retired
642.54,44.0,28.0,3143.17,0,Debit,Branch,Engineer
210.45,27.0,146.0,1242.49,2,Debit,ATM,Student
313.65,55.0,173.0,1886.36,3,Credit,Branch,Retired
99.76,26.0,131.0,416.89,0,Debit,Branch,Student
115.32,53.0,113.0,5929.08,0,Debit,Branch,Retired
33.61,23.0,72.0,479.08,1,Debit,Online,Student
498.59,33.0,32.0,5862.99,4,Credit,Online,Doctor
98.81,27.0,91.0,797.1,0,Debit,Branch,Student
1.87,65.0,147.0,7287.94,2,Debit,ATM,Retired
78.92,59.0,95.0,5624.86,4,Credit,Online,Engineer
194.29,39.0,10.0,2988.41,3,Credit,Branch,Engineer
28.73,53.0,185.0,2712.96,2,Debit,ATM,Engineer
105.53,24.0,88.0,1433.66,1,Debit,Online,Student
737.34,30.0,34.0,7336.56,1,Debit,Online,Doctor
237.86,18.0,210.0,475.62999999999994,2,Debit,ATM,Student
409.61,65.0,89.0,11698.15,0,Debit,Branch,Doctor
75.53,21.0,157.0,1034.35,4,Credit,Online,Student
72.75,64.0,15.0,12042.79,2,Debit,ATM,Doctor
39.11,26.0,143.0,518.54,1,Debit,Online,Student
729.38,68.0,90.0,9127.65,2,Debit,ATM,Doctor
137.49,34.0,50.00000000000001,4471.05,2,Debit,ATM,Engineer
504.7099999999999,29.0,61.00000000000001,6214.54,1,Debit,Online,Engineer
371.47,24.0,58.00000000000001,1187.04,3,Credit,Branch,Student
430.35,36.0,205.0,354.9,1,Debit,Online,Doctor
230.32,35.0,56.0,791.46,0,Debit,Branch,Engineer
121.71,52.0,140.0,5878.89,2,Debit,ATM,Retired
98.87,20.0,179.0,533.2,1,Debit,Online,Student
117.55,24.0,35.0,897.94,2,Debit,ATM,Student
244.64000000000001,30.0,103.0,9159.56,0,Debit,Branch,Doctor
321.93,45.0,12.0,4392.73,2,Debit,ATM,Engineer
283.23,40.0,98.0,2008.7700000000002,1,Debit,Online,Engineer
346.65,30.0,60.00000000000001,6356.96,1,Debit,Online,Engineer
381.62,64.0,164.0,6009.12,1,Debit,Online,Retired
388.65,76.0,43.0,7896.850000000001,2,Debit,ATM,Retired
29.22,24.0,151.0,1649.43,2,Debit,ATM,Student
46.75,67.0,150.0,2840.43,0,Debit,Branch,Retired
348.64,57.0,128.0,3274.96,1,Debit,Online,Retired
319.17,73.0,81.0,6501.56,1,Debit,Online,Retired
73.95,26.0,75.99999999999999,363.92,2,Debit,ATM,Student
389.63,27.0,99.0,9748.48,1,Debit,Online,Engineer
217.61,19.0,45.0,1404.53,2,Debit,ATM,Student
199.84,21.0,150.0,706.44,2,Debit,ATM,Student
56.35,44.0,75.0,5095.73,2,Debit,ATM,Doctor
248.94999999999996,65.0,29.000000000000004,3059.79,3,Credit,Branch,Retired
142.58,33.0,145.0,7844.23,2,Debit,ATM,Engineer
84.34,58.0,247.99999999999997,5313.97,1,Debit,Online,Retired
333.78,60.0,98.0,6810.94,2,Debit,ATM,Retired
332.59,55.0,143.0,1457.07,1,Debit,Online,Retired
236.81000000000003,22.0,15.0,813.68,0,Debit,Branch,Student
417.8,27.0,130.0,1518.82,3,Credit,Branch,Student
319.27,50.0,150.0,10269.78,2,Debit,ATM,Doctor
384.1,42.0,172.0,672.7899999999998,0,Debit,Branch,Engineer
820.62,61.0,158.0,6024.8,3,Credit,Branch,Doctor
474.77,56.0,50.00000000000001,2158.59,4,Credit,Online,Engineer
542.72,43.0,91.99999999999999,6011.8,3,Credit,Branch,Doctor
79.8,73.0,75.99999999999999,6372.58,2,Debit,ATM,Retired
46.24,57.0,52.00000000000001,2569.56,0,Debit,Branch,Engineer
327.8,61.0,53.99999999999999,10585.48,2,Debit,ATM,Doctor
445.79,52.0,161.0,717.9899999999999,2,Debit,ATM,Doctor
55.89,72.0,150.0,3689.65,1,Debit,Online,Retired
158.41,28.0,16.0,1512.16,0,Debit,Branch,Student
101.19,64.0,75.0,14389.45,4,Credit,Online,Doctor
827.14,36.0,265.0,9800.21,0,Debit,Branch,Engineer
61.97,74.0,95.0,7014.69,2,Debit,ATM,Retired
27.21,79.0,102.0,3520.61,2,Debit,ATM,Retired
173.74,80.0,64.0,4913.42,1,Debit,Online,Retired
176.11,38.0,105.0,9155.35,0,Debit,Branch,Engineer
88.4,46.0,174.0,2567.53,1,Debit,Online,Engineer
567.92,53.0,14.0,3779.4699999999993,1,Debit,Online,Retired
138.11,68.0,104.0,4177.65,4,Credit,Online,Retired
456.93,28.0,193.0,7284.76,3,Credit,Branch,Engineer
101.42,66.0,146.0,6530.59,1,Debit,Online,Retired
300.61,44.0,51.00000000000001,7895.540000000001,1,Debit,Online,Doctor
265.94,54.0,132.0,6781.3,1,Debit,Online,Engineer
345.54,29.0,50.00000000000001,2091.78,1,Debit,Online,Engineer
411.52,41.0,88.0,11108.39,2,Debit,ATM,Doctor
111.21,35.0,111.0,9088.36,0,Debit,Branch,Doctor
316.37,53.0,86.0,4671.69,2,Debit,ATM,Engineer
260.63,37.0,142.0,7534.7300000000005,0,Debit,Branch,Engineer
92.36,29.0,144.0,6353.14,2,Debit,ATM,Engineer
262.06,63.0,118.0,13587.52,0,Debit,Branch,Doctor
64.5,74.0,230.0,1351.24,2,Debit,ATM,Retired
253.55,28.0,85.0,2797.26,2,Debit,ATM,Engineer
408.28,21.0,125.0,1222.77,3,Credit,Branch,Student
175.94,57.0,89.0,3728.0400000000004,2,Debit,ATM,Retired
199.47,57.0,142.0,6067.44,1,Debit,Online,Doctor
51.07,63.0,133.0,4292.16,0,Debit,Branch,Retired
435.86,56.0,134.0,3801.8200000000006,2,Debit,ATM,Retired
74.73,64.0,162.0,6353.22,3,Credit,Branch,Retired
182.79,23.0,14.0,1251.85,4,Credit,Online,Student
628.36,44.0,107.99999999999999,11869.71,1,Debit,Online,Doctor
268.39,29.0,177.0,9409.43,1,Debit,Online,Doctor
362.27,80.0,47.0,6003.59,2,Debit,ATM,Retired
560.15,50.0,91.99999999999999,817.83,4,Credit,Online,Engineer
351.99,80.0,45.0,3663.64,2,Debit,ATM,Retired
132.36,28.0,160.0,319.65,0,Debit,Branch,Student
24.77,40.0,17.0,478.23,4,Credit,Online,Engineer
668.67,44.0,143.0,13446.81,1,Debit,Online,Doctor
80.24,53.0,58.00000000000001,8012.810000000001,3,Credit,Branch,Doctor
8.65,68.0,198.0,4201.22,2,Debit,ATM,Retired
178.91,18.0,18.999999999999996,8870.89,2,Debit,ATM,Student
115.22,27.0,107.99999999999999,906.1999999999999,0,Debit,Branch,Engineer
161.63,46.0,276.0,9286.37,1,Debit,Online,Doctor
542.75,70.0,63.0,2224.08,3,Credit,Branch,Retired
317.47,67.0,16.0,14639.28,4,Credit,Online,Doctor
280.99,45.0,29.000000000000004,9733.59,0,Debit,Branch,Engineer
24.19,29.0,28.0,2756.2,2,Debit,ATM,Engineer
586.85,36.0,86.0,6655.15,2,Debit,ATM,Doctor
372.41,55.0,143.0,3233.87,2,Debit,ATM,Retired
63.169999999999995,20.0,148.0,1676.57,2,Debit,ATM,Student
383.69,54.0,285.0,8371.11,1,Debit,Online,Engineer
247.17,65.0,149.0,2611.64,3,Credit,Branch,Retired
48.78,18.0,136.0,552.06,3,Credit,Branch,Student
4.15,60.0,119.0,6017.36,3,Credit,Branch,Retired
60.99,34.0,58.00000000000001,7281.46,0,Debit,Branch,Engineer
408.19,26.0,241.0,6847.47,0,Debit,Branch,Engineer
524.6,58.0,75.99999999999999,13017.7,0,Debit,Branch,Doctor
108.96,26.0,247.0,7597.660000000001,2,Debit,ATM,Student
70.03,63.0,49.0,7330.31,0,Debit,Branch,Retired
124.84,52.0,79.0,6711.78,1,Debit,Online,Retired
324.04,54.0,30.0,2248.06,2,Debit,ATM,Retired
39.69,70.0,163.0,3524.68,1,Debit,Online,Retired
157.7,58.0,45.99999999999999,8332.58,3,Credit,Branch,Engineer
81.27,22.0,68.00000000000001,1814.48,4,Credit,Online,Student
193.82,37.0,176.0,3886.7699999999995,0,Debit,Branch,Engineer
16.73,79.0,165.0,7591.129999999999,1,Debit,Online,Retired
474.05000000000007,57.0,214.0,1484.31,2,Debit,ATM,Retired
39.21,66.0,245.0,9385.57,2,Debit,ATM,Doctor
637.75,79.0,151.99999999999997,4202.92,0,Debit,Branch,Retired
153.59,66.0,174.0,4813.12,3,Credit,Branch,Retired
186.6,18.0,139.0,9716.68,0,Debit,Branch,Student
644.08,24.0,55.0,1980.62,1,Debit,Online,Student
226.66000000000003,41.0,168.00000000000003,10216.25,0,Debit,Branch,Doctor
305.0,22.0,222.0,944.83,2,Debit,ATM,Student
233.1,42.0,37.0,7469.2,3,Credit,Branch,Doctor
793.13,68.0,75.99999999999999,13389.16,1,Debit,Online,Doctor
224.19,52.0,93.0,8475.47,2,Debit,ATM,Doctor
214.83,23.0,63.0,991.6899999999999,5,Credit,ATM,Student
163.46,63.0,111.0,6953.8,3,Credit,Branch,Retired
194.99,34.0,91.0,1370.03,0,Debit,Branch,Engineer
23.4,46.0,175.0,14851.28,2,Debit,ATM,Doctor
227.49999999999997,34.0,277.0,11505.35,1,Debit,Online,Doctor
259.9,26.0,100.00000000000001,914.2799999999999,1,Debit,Online,Student
59.510000000000005,36.0,55.0,9955.88,4,Credit,Online,Doctor
50.63,64.0,143.0,4732.81,1,Debit,Online,Retired
112.93999999999998,73.0,30.999999999999996,3807.8399999999997,4,Credit,Online,Retired
11.81,21.0,131.0,320.25,2,Debit,ATM,Student
329.14,55.0,14.0,12033.92,0,Debit,Branch,Doctor
154.24,61.0,82.0,6109.55,2,Debit,ATM,Retired
233.44000000000003,20.0,297.0,1691.88,1,Debit,Online,Student
141.8,18.0,116.00000000000001,1697.67,2,Debit,ATM,Student
209.03,55.0,126.0,8359.5,0,Debit,Branch,Engineer
261.14,42.0,162.0,6100.08,2,Debit,ATM,Engineer
101.81,45.0,105.0,13872.03,2,Debit,ATM,Doctor
98.71,32.0,117.0,10095.23,2,Debit,ATM,Doctor
87.38,21.0,252.0,1504.99,0,Debit,Branch,Student
83.39,32.0,158.0,13182.11,0,Debit,Branch,Doctor
267.55,46.0,40.0,4330.04,1,Debit,Online,Engineer
870.05,29.0,39.0,905.2499999999999,2,Debit,ATM,Doctor
154.32,38.0,269.0,6972.5,5,Credit,ATM,Engineer
164.51,78.0,110.0,3553.69,0,Debit,Branch,Retired
758.12,69.0,90.0,6164.65,2,Debit,ATM,Retired
103.76,28.0,188.0,9626.14,1,Debit,Online,Engineer
583.92,55.0,139.0,6364.14,1,Debit,Online,Engineer
204.06,77.0,159.0,4351.83,1,Debit,Online,Retired
53.51,56.0,165.0,5773.5,1,Debit,Online,Retired
52.95,68.0,14.0,6335.58,4,Credit,Online,Retired
120.17,49.0,105.0,5403.79,2,Debit,ATM,Doctor
220.8,31.0,28.0,8135.31,1,Debit,Online,Engineer
119.01,45.0,87.0,9798.26,2,Debit,ATM,Doctor
183.32,21.0,74.0,137.42,2,Debit,ATM,Student
858.88,60.0,227.0,7015.46,1,Debit,Online,Engineer
11.46,41.0,128.0,2356.71,4,Credit,Online,Engineer
61.370000000000005,75.0,164.0,4294.44,0,Debit,Branch,Retired
103.08,49.0,150.0,9251.38,3,Credit,Branch,Engineer
1.21,55.0,196.0,7542.739999999999,0,Debit,Branch,Retired
425.18,26.0,172.0,9880.71,4,Credit,Online,Engineer
60.96000000000001,52.0,238.0,6189.24,2,Debit,ATM,Retired
64.21,51.0,37.0,12540.18,2,Debit,ATM,Doctor
523.02,53.0,83.0,4586.11,1,Debit,Online,Retired
50.26,65.0,164.0,1519.38,0,Debit,Branch,Retired
110.08,19.0,95.0,1447.26,0,Debit,Branch,Student
54.47,23.0,34.0,1131.42,3,Credit,Branch,Student
79.76,68.0,115.0,10278.75,1,Debit,Online,Doctor
16.79,30.0,146.0,535.15,4,Credit,Online,Doctor
68.62,29.0,157.0,13891.47,0,Debit,Branch,Doctor
157.16,20.0,280.0,1545.77,0,Debit,Branch,Student
643.38,18.0,105.0,1046.74,4,Credit,Online,Student
328.34,42.0,30.999999999999996,2840.45,4,Credit,Online,Engineer
72.68,69.0,44.0,6216.77,1,Debit,Online,Retired
354.76,51.0,279.0,10141.92,0,Debit,Branch,Doctor
793.88,22.0,252.0,1404.06,5,Credit,ATM,Student
29.22,27.0,69.00000000000001,7795.79,2,Debit,ATM,Engineer
653.97,37.0,100.00000000000001,3886.65,1,Debit,Online,Engineer
